Timestamp,EPC,Antenna,RSSI,Channel,Address
1560932099225353,E2000019510802051320B90E,1,-66.5,866.9,SpeedwayR-12-CB-07.local
1560932099257615,E2000019510802051320B90E,2,-64.5,866.9,SpeedwayR-12-CB-07.local
1560932099260040,E2000019510802011320B0CC,2,-70.5,866.9,SpeedwayR-12-CB-07.local
1560932099292714,E2000019510802091320B910,3,-70.5,866.9,SpeedwayR-12-CB-07.local
1560932099325148,E2000019510802051320B90E,4,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932099327043,E2000019510802091320B910,4,-67,866.9,SpeedwayR-12-CB-07.local
1560932099328681,E2000019510802011320B0CC,4,-65.5,866.9,SpeedwayR-12-CB-07.local
1560932099360399,E2000019510802051320B90E,1,-67,866.9,SpeedwayR-12-CB-07.local
1560932099390364,E2000019510802051320B90E,2,-65,866.9,SpeedwayR-12-CB-07.local
1560932099395216,E2000019510802011320B0CC,2,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932099425576,E2000019510802091320B910,3,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932099458358,E2000019510802011320B0CC,4,-65.5,866.9,SpeedwayR-12-CB-07.local
1560932099460713,E2000019510802051320B90E,4,-69,866.9,SpeedwayR-12-CB-07.local
1560932099463854,E2000019510802091320B910,4,-66.5,866.9,SpeedwayR-12-CB-07.local
1560932099489721,E2000019510802051320B90E,1,-68,866.9,SpeedwayR-12-CB-07.local
1560932099519216,E2000019510802011320B0CC,2,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932099520649,E2000019510802051320B90E,2,-65.5,866.9,SpeedwayR-12-CB-07.local
1560932099554125,E2000019510802091320B910,3,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932099587225,E2000019510802011320B0CC,4,-65,866.9,SpeedwayR-12-CB-07.local
1560932099589127,E2000019510802051320B90E,4,-70,866.9,SpeedwayR-12-CB-07.local
1560932099592085,E2000019510802091320B910,4,-67.5,866.9,SpeedwayR-12-CB-07.local
1560932099617932,E2000019510802051320B90E,1,-67.5,866.9,SpeedwayR-12-CB-07.local
1560932099648438,E2000019510802011320B0CC,2,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932099651204,E2000019510802051320B90E,2,-65.5,866.9,SpeedwayR-12-CB-07.local
1560932099684677,E2000019510802091320B910,3,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932099708405,E2000019510802091320B910,4,-67.5,866.9,SpeedwayR-12-CB-07.local
1560932099711197,E2000019510802051320B90E,4,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932099713675,E2000019510802011320B0CC,4,-65,866.9,SpeedwayR-12-CB-07.local
